ID,fullName,lastName,firstName,patronymic,wikiLink,birthDate,deathDate
1629,Роговий Феодосій Кирилович,Роговий,Феодосій,Кирилович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B3%D0%BE%D0%B2%D0%B8%D0%B9_%D0%A4%D0%B5%D0%BE%D0%B4%D0%BE%D1%81%D1%96%D0%B9_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1630,Роговий Юрій Феодосійович,Роговий,Юрій,Феодосійович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B3%D0%BE%D0%B2%D0%B8%D0%B9_%D0%AE%D1%80%D1%96%D0%B9_%D0%A4%D0%B5%D0%BE%D0%B4%D0%BE%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1631,Рогоза Юрій Маркович,Рогоза,Юрій,Маркович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B3%D0%BE%D0%B7%D0%B0_%D0%AE%D1%80%D1%96%D0%B9_%D0%9C%D0%B0%D1%80%D0%BA%D0%BE%D0%B2%D0%B8%D1%87,,
1632,Рогозинський Віктор Валентинович,Рогозинський,Віктор,Валентинович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B3%D0%BE%D0%B7%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%92%D0%B0%D0%BB%D0%B5%D0%BD%D1%82%D0%B8%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1633,Роготченко Олексій Петрович,Роготченко,Олексій,Петрович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B3%D0%BE%D1%82%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1634,Родак Іван,Родак,Іван,,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B4%D0%B0%D0%BA_%D0%86%D0%B2%D0%B0%D0%BD,,
1635,Родіонов Володимир Олександрович,Родіонов,Володимир,Олександрович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B4%D1%96%D0%BE%D0%BD%D0%BE%D0%B2_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1636,Роєнко Петро Романович,Роєнко,Петро,Романович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D1%94%D0%BD%D0%BA%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1637,Назар Розлуцький,Назар,Розлуцький,,https://uk.wikipedia.org/wiki/%D0%9D%D0%B0%D0%B7%D0%B0%D1%80_%D0%A0%D0%BE%D0%B7%D0%BB%D1%83%D1%86%D1%8C%D0%BA%D0%B8%D0%B9,,
1638,Рознійчук Іван Федорович,Рознійчук,Іван,Федорович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%B7%D0%BD%D1%96%D0%B9%D1%87%D1%83%D0%BA_%D0%86%D0%B2%D0%B0%D0%BD_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1639,Ярослав Розумний,Ярослав,Розумний,,https://uk.wikipedia.org/wiki/%D0%AF%D1%80%D0%BE%D1%81%D0%BB%D0%B0%D0%B2_%D0%A0%D0%BE%D0%B7%D1%83%D0%BC%D0%BD%D0%B8%D0%B9,,
1640,Роман Малиновський (письменник),Роман,Малиновський,,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%9C%D0%B0%D0%BB%D0%B8%D0%BD%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_(%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA),,
1641,Романенко Олег В'ячеславович,Романенко,Олег,В'ячеславович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9E%D0%BB%D0%B5%D0%B3_%D0%92%27%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2%D0%B8%D1%87,,
1642,Романченко Трохим Миколайович,Романченко,Трохим,Миколайович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%A2%D1%80%D0%BE%D1%85%D0%B8%D0%BC_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1643,Юліан Романчук,Юліан,Романчук,,https://uk.wikipedia.org/wiki/%D0%AE%D0%BB%D1%96%D0%B0%D0%BD_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D1%87%D1%83%D0%BA,,
1644,Романюк Павло Васильович,Романюк,Павло,Васильович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD%D1%8E%D0%BA_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
1645,Станіслав Росовецький,Станіслав,Росовецький,,https://uk.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D0%BD%D1%96%D1%81%D0%BB%D0%B0%D0%B2_%D0%A0%D0%BE%D1%81%D0%BE%D0%B2%D0%B5%D1%86%D1%8C%D0%BA%D0%B8%D0%B9,,
1646,Ростислав Кедр,Ростислав,Кедр,,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D1%81%D1%82%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%9A%D0%B5%D0%B4%D1%80,,
1647,Ротар Іван Тимофійович,Ротар,Іван,Тимофійович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D1%82%D0%B0%D1%80_%D0%86%D0%B2%D0%B0%D0%BD_%D0%A2%D0%B8%D0%BC%D0%BE%D1%84%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1648,Рошко Михайло Михайлович,Рошко,Михайло,Михайлович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D1%88%D0%BA%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1649,Рощук Ігор Леонтійович,Рощук,Ігор,Леонтійович,https://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D1%89%D1%83%D0%BA_%D0%86%D0%B3%D0%BE%D1%80_%D0%9B%D0%B5%D0%BE%D0%BD%D1%82%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1650,Рубан Василь Григорович,Рубан,Василь,Григорович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B1%D0%B0%D0%BD_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1651,Рубан Василь Федорович,Рубан,Василь,Федорович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B1%D0%B0%D0%BD_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1652,Рубанович Віктор Євгенович,Рубанович,Віктор,Євгенович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B1%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%84%D0%B2%D0%B3%D0%B5%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1653,Рубашов Михайло Борисович,Рубашов,Михайло,Борисович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B1%D0%B0%D1%88%D0%BE%D0%B2_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%91%D0%BE%D1%80%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87,,
1654,Рубіш Федір Федорович,Рубіш,Федір,Федорович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B1%D1%96%D1%88_%D0%A4%D0%B5%D0%B4%D1%96%D1%80_%D0%A4%D0%B5%D0%B4%D0%BE%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1655,Рублевський Олексій Денисович,Рублевський,Олексій,Денисович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B1%D0%BB%D0%B5%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9_%D0%94%D0%B5%D0%BD%D0%B8%D1%81%D0%BE%D0%B2%D0%B8%D1%87,,
1656,Рудик Дмитро Петрович,Рудик,Дмитро,Петрович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B4%D0%B8%D0%BA_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1657,Рудиковський Андрій Петрович,Рудиковський,Андрій,Петрович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B4%D0%B8%D0%BA%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9_%D0%9F%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1658,Рудницький Михайло Іванович,Рудницький,Михайло,Іванович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B4%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1659,Рудченко Іван Якович,Рудченко,Іван,Якович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B4%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD_%D0%AF%D0%BA%D0%BE%D0%B2%D0%B8%D1%87,,
1660,Рудь Микола Данилович,Рудь,Микола,Данилович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D0%B4%D1%8C_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%94%D0%B0%D0%BD%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1661,Русальський Володимир,Русальський,Володимир,,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D1%81%D0%B0%D0%BB%D1%8C%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80,,
1662,Юрій Руф,Юрій,Руф,,https://uk.wikipedia.org/wiki/%D0%AE%D1%80%D1%96%D0%B9_%D0%A0%D1%83%D1%84,,
1663,Руцький Микола Миколайович,Руцький,Микола,Миколайович,https://uk.wikipedia.org/wiki/%D0%A0%D1%83%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1664,Рябий Микола Олександрович,Рябий,Микола,Олександрович,https://uk.wikipedia.org/wiki/%D0%A0%D1%8F%D0%B1%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1665,Рябокляч Іван Панасович,Рябокляч,Іван,Панасович,https://uk.wikipedia.org/wiki/%D0%A0%D1%8F%D0%B1%D0%BE%D0%BA%D0%BB%D1%8F%D1%87_%D0%86%D0%B2%D0%B0%D0%BD_%D0%9F%D0%B0%D0%BD%D0%B0%D1%81%D0%BE%D0%B2%D0%B8%D1%87,,
1666,Рябошапка Олександр Антонович,Рябошапка,Олександр,Антонович,https://uk.wikipedia.org/wiki/%D0%A0%D1%8F%D0%B1%D0%BE%D1%88%D0%B0%D0%BF%D0%BA%D0%B0_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0%D0%BD%D0%B4%D1%80_%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1667,Рябчій Іван Сергійович,Рябчій,Іван,Сергійович,https://uk.wikipedia.org/wiki/%D0%A0%D1%8F%D0%B1%D1%87%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1668,Рядченко Іван Іванович,Рядченко,Іван,Іванович,https://uk.wikipedia.org/wiki/%D0%A0%D1%8F%D0%B4%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1669,Сабов Євменій Іванович,Сабов,Євменій,Іванович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B1%D0%BE%D0%B2_%D0%84%D0%B2%D0%BC%D0%B5%D0%BD%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1670,Севастіян Сабол,Севастіян,Сабол,,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B2%D0%B0%D1%81%D1%82%D1%96%D1%8F%D0%BD_%D0%A1%D0%B0%D0%B1%D0%BE%D0%BB,,
1671,Сава Крилач,Сава,Крилач,,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D0%B0_%D0%9A%D1%80%D0%B8%D0%BB%D0%B0%D1%87,,
1672,Савінов Віктор Дмитрович,Савінов,Віктор,Дмитрович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%96%D0%BD%D0%BE%D0%B2_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%94%D0%BC%D0%B8%D1%82%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1673,Савка Богдан Михайлович,Савка,Богдан,Михайлович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D0%BA%D0%B0_%D0%91%D0%BE%D0%B3%D0%B4%D0%B0%D0%BD_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1674,Савченко Віктор Анатолійович,Савченко,Віктор,Анатолійович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1675,Савченко Володимир Захарович,Савченко,Володимир,Захарович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%97%D0%B0%D1%85%D0%B0%D1%80%D0%BE%D0%B2%D0%B8%D1%87,,
1676,Савченко Вячеслав Іванович,Савченко,Вячеслав,Іванович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D1%8F%D1%87%D0%B5%D1%81%D0%BB%D0%B0%D0%B2_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1677,Савченко Володимир Іванович,Савченко,Володимир,Іванович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1678,Савчинський Григорій,Савчинський,Григорій,,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%87%D0%B8%D0%BD%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%93%D1%80%D0%B8%D0%B3%D0%BE%D1%80%D1%96%D0%B9,,
1679,Савчук Микола Васильович,Савчук,Микола,Васильович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%87%D1%83%D0%BA_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
1680,Савчук Олексій Іванович,Савчук,Олексій,Іванович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%87%D1%83%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1681,Савчук Павло,Савчук,Павло,,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%87%D1%83%D0%BA_%D0%9F%D0%B0%D0%B2%D0%BB%D0%BE,,
1682,Савчук Петро Миколайович (письменник),Савчук,Петро,Миколайович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B2%D1%87%D1%83%D0%BA_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87_(%D0%BF%D0%B8%D1%81%D1%8C%D0%BC%D0%B5%D0%BD%D0%BD%D0%B8%D0%BA),,
1683,Садловський Роман Іванович,Садловський,Роман,Іванович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B4%D0%BB%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1684,Садловський Юрій Іванович,Садловський,Юрій,Іванович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%B4%D0%BB%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%AE%D1%80%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1685,Касіян Сакович,Касіян,Сакович,,https://uk.wikipedia.org/wiki/%D0%9A%D0%B0%D1%81%D1%96%D1%8F%D0%BD_%D0%A1%D0%B0%D0%BA%D0%BE%D0%B2%D0%B8%D1%87,,
1686,Сало Іван Андрійович,Сало,Іван,Андрійович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BB%D0%BE_%D0%86%D0%B2%D0%B0%D0%BD_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1687,Самбук Ростислав Феодосійович,Самбук,Ростислав,Феодосійович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D0%B1%D1%83%D0%BA_%D0%A0%D0%BE%D1%81%D1%82%D0%B8%D1%81%D0%BB%D0%B0%D0%B2_%D0%A4%D0%B5%D0%BE%D0%B4%D0%BE%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1688,Самусь Микола Данилович,Самусь,Микола,Данилович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D1%83%D1%81%D1%8C_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%94%D0%B0%D0%BD%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1689,Самчук Улас Олексійович,Самчук,Улас,Олексійович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BC%D1%87%D1%83%D0%BA_%D0%A3%D0%BB%D0%B0%D1%81_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1690,Санченко Антон Віталійович,Санченко,Антон,Віталійович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BD%D1%87%D0%B5%D0%BD%D0%BA%D0%BE_%D0%90%D0%BD%D1%82%D0%BE%D0%BD_%D0%92%D1%96%D1%82%D0%B0%D0%BB%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1691,Сапон Володимир Миколайович,Сапон,Володимир,Миколайович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D0%BF%D0%BE%D0%BD_%D0%92%D0%BE%D0%BB%D0%BE%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1692,Сахарук Валерій Сергійович,Сахарук,Валерій,Сергійович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D1%85%D0%B0%D1%80%D1%83%D0%BA_%D0%92%D0%B0%D0%BB%D0%B5%D1%80%D1%96%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1693,Сахно Анатолій Іванович,Сахно,Анатолій,Іванович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D1%85%D0%BD%D0%BE_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1694,Сахно Феодосій Іванович,Сахно,Феодосій,Іванович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D1%85%D0%BD%D0%BE_%D0%A4%D0%B5%D0%BE%D0%B4%D0%BE%D1%81%D1%96%D0%B9_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1695,Сацюк Олекса,Сацюк,Олекса,,https://uk.wikipedia.org/wiki/%D0%A1%D0%B0%D1%86%D1%8E%D0%BA_%D0%9E%D0%BB%D0%B5%D0%BA%D1%81%D0%B0,,
1696,Свашенко Петро Андрійович,Свашенко,Петро,Андрійович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B0%D1%88%D0%B5%D0%BD%D0%BA%D0%BE_%D0%9F%D0%B5%D1%82%D1%80%D0%BE_%D0%90%D0%BD%D0%B4%D1%80%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1697,Павлин Свенціцький,Павлин,Свенціцький,,https://uk.wikipedia.org/wiki/%D0%9F%D0%B0%D0%B2%D0%BB%D0%B8%D0%BD_%D0%A1%D0%B2%D0%B5%D0%BD%D1%86%D1%96%D1%86%D1%8C%D0%BA%D0%B8%D0%B9,,
1698,Свидницький Анатолій Патрикійович,Свидницький,Анатолій,Патрикійович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B8%D0%B4%D0%BD%D0%B8%D1%86%D1%8C%D0%BA%D0%B8%D0%B9_%D0%90%D0%BD%D0%B0%D1%82%D0%BE%D0%BB%D1%96%D0%B9_%D0%9F%D0%B0%D1%82%D1%80%D0%B8%D0%BA%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1699,Свистун Пилип Іванович,Свистун,Пилип,Іванович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B8%D1%81%D1%82%D1%83%D0%BD_%D0%9F%D0%B8%D0%BB%D0%B8%D0%BF_%D0%86%D0%B2%D0%B0%D0%BD%D0%BE%D0%B2%D0%B8%D1%87,,
1700,Світличний Костянтин Кирилович,Світличний,Костянтин,Кирилович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D1%96%D1%82%D0%BB%D0%B8%D1%87%D0%BD%D0%B8%D0%B9_%D0%9A%D0%BE%D1%81%D1%82%D1%8F%D0%BD%D1%82%D0%B8%D0%BD_%D0%9A%D0%B8%D1%80%D0%B8%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1701,Свобода Віктор Леонтійович,Свобода,Віктор,Леонтійович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B2%D0%BE%D0%B1%D0%BE%D0%B4%D0%B0_%D0%92%D1%96%D0%BA%D1%82%D0%BE%D1%80_%D0%9B%D0%B5%D0%BE%D0%BD%D1%82%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1702,Сегеда Юрій Васильович,Сегеда,Юрій,Васильович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%B3%D0%B5%D0%B4%D0%B0_%D0%AE%D1%80%D1%96%D0%B9_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C%D0%BE%D0%B2%D0%B8%D1%87,,
1703,Селезінка Василь Михайлович,Селезінка,Василь,Михайлович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BB%D0%B5%D0%B7%D1%96%D0%BD%D0%BA%D0%B0_%D0%92%D0%B0%D1%81%D0%B8%D0%BB%D1%8C_%D0%9C%D0%B8%D1%85%D0%B0%D0%B9%D0%BB%D0%BE%D0%B2%D0%B8%D1%87,,
1704,Сембратович Роман,Сембратович,Роман,,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BC%D0%B1%D1%80%D0%B0%D1%82%D0%BE%D0%B2%D0%B8%D1%87_%D0%A0%D0%BE%D0%BC%D0%B0%D0%BD,,
1705,Семенко Юрій Сергійович,Семенко,Юрій,Сергійович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D0%BA%D0%BE_%D0%AE%D1%80%D1%96%D0%B9_%D0%A1%D0%B5%D1%80%D0%B3%D1%96%D0%B9%D0%BE%D0%B2%D0%B8%D1%87,,
1706,Сементовський Микола Максимович,Сементовський,Микола,Максимович,https://uk.wikipedia.org/wiki/%D0%A1%D0%B5%D0%BC%D0%B5%D0%BD%D1%82%D0%BE%D0%B2%D1%81%D1%8C%D0%BA%D0%B8%D0%B9_%D0%9C%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0_%D0%9C%D0%B0%D0%BA%D1%81%D0%B8%D0%BC%D0%BE%D0%B2%D0%B8%D1%87,,
